data_coleta,regiao,data_ref,prazo_anos,taxa_real,coletado_em
2026-08-12,EU,2026-08-11,0.25,0.479,2026-08-12T13:21:51
2026-08-12,EU,2026-08-11,0.5,0.563,2026-08-12T13:21:51
2026-08-12,EU,2026-08-11,1.0,0.657,2026-08-12T13:21:51
2026-08-12,EU,2026-08-11,2.0,0.709,2026-08-12T13:21:51
2026-08-12,EU,2026-08-11,3.0,0.733,2026-08-12T13:21:51
2026-08-12,EU,2026-08-11,5.0,0.792,2026-08-12T13:21:51
2026-08-12,EU,2026-08-11,7.0,0.902,2026-08-12T13:21:51
2026-08-12,EU,2026-08-11,10.0,1.076,2026-08-12T13:21:51
2026-08-12,EU,2026-08-11,15.0,1.299,2026-08-12T13:21:51
2026-08-12,EU,2026-08-11,20.0,1.405,2026-08-12T13:21:51
2026-08-12,EU,2026-08-11,30.0,1.431,2026-08-12T13:21:51
2026-08-13,BR,2026-08-12,2.76,8.04,2026-08-13T13:23:31
2026-08-13,BR,2026-08-12,6.01,8.08,2026-08-13T13:23:31
2026-08-13,BR,2026-08-12,8.76,7.97,2026-08-13T13:23:31
2026-08-13,BR,2026-08-12,14.01,7.66,2026-08-13T13:23:31
2026-08-13,BR,2026-08-12,18.76,7.45,2026-08-13T13:23:31
2026-08-13,BR,2026-08-12,24.01,7.38,2026-08-13T13:23:31
2026-08-13,US,2026-08-12,5.0,2.14,2026-08-13T13:23:31
2026-08-13,US,2026-08-12,7.0,2.26,2026-08-13T13:23:31
2026-08-13,US,2026-08-12,10.0,2.42,2026-08-13T13:23:31
2026-08-13,US,2026-08-12,20.0,2.78,2026-08-13T13:23:31
2026-08-13,US,2026-08-12,30.0,2.99,2026-08-13T13:23:31
2026-08-13,EU,2026-08-12,0.25,0.482,2026-08-13T13:23:31
2026-08-13,EU,2026-08-12,0.5,0.567,2026-08-13T13:23:31
2026-08-13,EU,2026-08-12,1.0,0.657,2026-08-13T13:23:31
2026-08-13,EU,2026-08-12,2.0,0.701,2026-08-13T13:23:31
2026-08-13,EU,2026-08-12,3.0,0.72,2026-08-13T13:23:31
2026-08-13,EU,2026-08-12,5.0,0.778,2026-08-13T13:23:31
2026-08-13,EU,2026-08-12,7.0,0.89,2026-08-13T13:23:31
2026-08-13,EU,2026-08-12,10.0,1.065,2026-08-13T13:23:31
2026-08-13,EU,2026-08-12,15.0,1.288,2026-08-13T13:23:31
2026-08-13,EU,2026-08-12,20.0,1.393,2026-08-13T13:23:31
2026-08-13,EU,2026-08-12,30.0,1.417,2026-08-13T13:23:31
2026-08-14,US,2026-08-13,5.0,2.11,2026-08-14T13:18:09
2026-08-14,US,2026-08-13,7.0,2.23,2026-08-14T13:18:09
2026-08-14,US,2026-08-13,10.0,2.39,2026-08-14T13:18:09
2026-08-14,US,2026-08-13,20.0,2.76,2026-08-14T13:18:09
2026-08-14,US,2026-08-13,30.0,2.97,2026-08-14T13:18:09
2026-08-14,EU,2026-08-13,0.25,0.468,2026-08-14T13:18:09
2026-08-14,EU,2026-08-13,0.5,0.549,2026-08-14T13:18:09
2026-08-14,EU,2026-08-13,1.0,0.639,2026-08-14T13:18:09
2026-08-14,EU,2026-08-13,2.0,0.691,2026-08-14T13:18:09
2026-08-14,EU,2026-08-13,3.0,0.717,2026-08-14T13:18:09
2026-08-14,EU,2026-08-13,5.0,0.776,2026-08-14T13:18:09
2026-08-14,EU,2026-08-13,7.0,0.884,2026-08-14T13:18:09
2026-08-14,EU,2026-08-13,10.0,1.056,2026-08-14T13:18:09
2026-08-14,EU,2026-08-13,15.0,1.279,2026-08-14T13:18:09
2026-08-14,EU,2026-08-13,20.0,1.389,2026-08-14T13:18:09
2026-08-14,EU,2026-08-13,30.0,1.426,2026-08-14T13:18:09
2026-08-17,BR,2026-08-14,2.75,8.04,2026-08-17T12:54:10
2026-08-17,BR,2026-08-14,6.0,8.12,2026-08-17T12:54:10
2026-08-17,BR,2026-08-14,8.75,7.98,2026-08-17T12:54:10
2026-08-17,BR,2026-08-14,14.0,7.66,2026-08-17T12:54:10
2026-08-17,BR,2026-08-14,18.75,7.45,2026-08-17T12:54:10
2026-08-17,BR,2026-08-14,24.0,7.4,2026-08-17T12:54:10
2026-08-17,US,2026-08-14,5.0,2.12,2026-08-17T12:54:10
2026-08-17,US,2026-08-14,7.0,2.25,2026-08-17T12:54:10
2026-08-17,US,2026-08-14,10.0,2.41,2026-08-17T12:54:10
2026-08-17,US,2026-08-14,20.0,2.78,2026-08-17T12:54:10
2026-08-17,US,2026-08-14,30.0,3.0,2026-08-17T12:54:10
2026-08-17,EU,2026-08-14,0.25,0.492,2026-08-17T12:54:10
2026-08-17,EU,2026-08-14,0.5,0.581,2026-08-17T12:54:10
2026-08-17,EU,2026-08-14,1.0,0.678,2026-08-17T12:54:10
2026-08-17,EU,2026-08-14,2.0,0.728,2026-08-17T12:54:10
2026-08-17,EU,2026-08-14,3.0,0.75,2026-08-17T12:54:10
2026-08-17,EU,2026-08-14,5.0,0.813,2026-08-17T12:54:10
2026-08-17,EU,2026-08-14,7.0,0.929,2026-08-17T12:54:10
2026-08-17,EU,2026-08-14,10.0,1.113,2026-08-17T12:54:10
2026-08-17,EU,2026-08-14,15.0,1.345,2026-08-17T12:54:10
2026-08-17,EU,2026-08-14,20.0,1.456,2026-08-17T12:54:10
2026-08-17,EU,2026-08-14,30.0,1.484,2026-08-17T12:54:10
